Time (+08),Latitude,Longitude,Course,kts,mph,feet,Rate,Reporting Facility
Sat 01:29:24 PM,1.9531,102.6032,↘ 127°,439,505,26950,381, FlightAware ADS-B (WMAP)
Sat 01:29:57 PM,1.9116,102.6584,↘ 127°,450,518,27000,45, FlightAware ADS-B (SZB / WMSA)
Sat 01:30:30 PM,1.8715,102.7118,↘ 127°,450,518,27000,, FlightAware ADS-B (SZB / WMSA)
Sat 01:31:02 PM,1.83,102.7669,↘ 127°,449,517,27000,, FlightAware ADS-B (MKZ / WMKM)
Sat 01:31:37 PM,1.7858,102.8257,↘ 127°,449,517,27000,, FlightAware ADS-B (PKU / WIBB)
Sat 01:32:07 PM,1.7502,102.8738,↘ 125°,448,516,27000,-482, FlightAware ADS-B (JHB / WMKJ)
Sat 01:32:33 PM,1.722,102.9188,↘ 119°,438,504,26550,-2132, FlightAware ADS-B (WMAP)
Sat 01:33:04 PM,1.6929,102.9733,↘ 118°,434,499,24975,-2637, FlightAware ADS-B (QPG / WSAP)
Sat 01:33:35 PM,1.6636,103.0282,↘ 118°,412,474,23825,-1746, FlightAware ADS-B (WSAG)
Sat 01:34:05 PM,1.6382,103.0762,↘ 118°,397,457,23200,-1561, FlightAware ADS-B (JHB / WMKJ)
Sat 01:34:24 PM,1.619,103.1061,↘ 132°,395,455,22550,-1964, FlightAware ADS-B (JHB / WMKJ)
Sat 01:34:47 PM,1.5868,103.1305,↘ 154°,398,458,21825,-1981, FlightAware ADS-B (QPG / WSAP)
Sat 01:35:17 PM,1.5347,103.1518,↓ 158°,397,457,20800,-1975, FlightAware ADS-B (WSAG)
Sat 01:35:47 PM,1.483,103.1725,↓ 158°,396,456,19850,-1875, FlightAware ADS-B (JHB / WMKJ)
Sat 01:36:17 PM,1.4315,103.1931,↓ 158°,391,450,18925,-1825, FlightAware ADS-B (WSAG)
Sat 01:36:47 PM,1.3809,103.2132,↓ 158°,385,443,18025,-1800, FlightAware ADS-B (JHB / WMKJ)
Sat 01:37:17 PM,1.332,103.2327,↓ 158°,376,433,17125,-1775, FlightAware ADS-B (MKZ / WMKM)
Sat 01:37:47 PM,1.2828,103.2523,↓ 158°,369,425,16250,-1850, FlightAware ADS-B (MKZ / WMKM)
Sat 01:38:17 PM,1.2378,103.2723,↘ 151°,364,419,15275,-1592, FlightAware ADS-B (WSAC)
Sat 01:38:52 PM,1.1874,103.3015,↘ 150°,350,403,14525,-1062, FlightAware ADS-B (SIN / WSSS)
Sat 01:39:22 PM,1.1479,103.3243,↘ 150°,331,381,14125,-925, FlightAware ADS-B (JHB / WMKJ)
Sat 01:39:52 PM,1.1073,103.3478,↘ 150°,317,365,13600,-1156, FlightAware ADS-B (SIN / WSSS)
Sat 01:40:23 PM,1.0686,103.3701,↘ 150°,309,356,12950,-885, FlightAware ADS-B (WMAP)
Sat 01:40:53 PM,1.0325,103.3909,↘ 150°,288,331,12700,-525, FlightAware ADS-B (WSAG)
Sat 01:41:23 PM,0.9985,103.4107,↘ 150°,269,310,12425,-796, FlightAware ADS-B (JHB / WMKJ)
Sat 01:41:42 PM,0.9819,103.425,↘ 126°,261,300,12050,-1208, FlightAware ADS-B (TGA / WSAT)
Sat 01:41:59 PM,0.9749,103.4432,→ 101°,258,297,11700,-1117, FlightAware ADS-B (TGA / WSAT)
Sat 01:42:29 PM,0.9718,103.4787,→ 95°,249,287,11175,-1180, FlightAware ADS-B (TGA / WSAT)
Sat 01:43:00 PM,0.9689,103.5139,→ 95°,249,287,10500,-1500, FlightAware ADS-B (QPG / WSAP)
Sat 01:43:17 PM,0.9671,103.5345,→ 95°,254,292,9975,-1500, FlightAware ADS-B (QPG / WSAP)
Sat 01:43:47 PM,0.9647,103.5694,→ 89°,253,291,9325,-1176, FlightAware ADS-B (WSAG)
Sat 01:44:08 PM,0.9678,103.593,→ 80°,247,284,8975,-882, FlightAware ADS-B (WSAG)
Sat 01:44:38 PM,0.9748,103.6257,→ 77°,234,269,8575,-800, FlightAware ADS-B (WSAG)
Sat 01:45:08 PM,0.9819,103.6562,→ 77°,209,241,8175,-966, FlightAware ADS-B (JHB / WMKJ)
Sat 01:45:37 PM,0.9882,103.6834,→ 74°,201,231,7625,-1164, FlightAware ADS-B (JHB / WMKJ)
Sat 01:46:06 PM,1.0039,103.7046,↗ 46°,204,235,7050,-1119, FlightAware ADS-B (JHB / WMKJ)
Sat 01:46:36 PM,1.0231,103.7248,↗ 47°,200,230,6525,-1025, FlightAware ADS-B (JHB / WMKJ)
Sat 01:47:06 PM,1.0421,103.745,↗ 47°,201,231,6025,-885, FlightAware ADS-B (TGA / WSAT)
Sat 01:47:37 PM,1.0616,103.766,↗ 47°,200,230,5625,-443, FlightAware ADS-B (WSAG)
Sat 01:48:07 PM,1.0803,103.7861,↗ 47°,201,231,5575,-225, FlightAware ADS-B (TGA / WSAT)
Sat 01:48:37 PM,1.1003,103.8079,↗ 48°,200,230,5400,-675, FlightAware ADS-B (JHB / WMKJ)
Sat 01:49:07 PM,1.1176,103.8273,↗ 49°,199,229,4900,-1025, FlightAware ADS-B (XSP / WSSL)
Sat 01:49:37 PM,1.1361,103.8489,↗ 50°,194,223,4375,-1076, FlightAware ADS-B (SIN / WSSS)
Sat 01:49:53 PM,1.1454,103.8595,↗ 49°,194,223,4075,-1078, FlightAware ADS-B (TGA / WSAT)
Sat 01:50:09 PM,1.1541,103.8695,↗ 49°,194,223,3800,-1011, FlightAware ADS-B (TGA / WSAT)
Sat 01:50:39 PM,1.1725,103.8906,↗ 49°,190,219,3300,-1011, FlightAware ADS-B (JHB / WMKJ)
Sat 01:50:55 PM,1.1811,103.9006,↗ 49°,189,217,3025,-947, FlightAware ADS-B (WSAC)
Sat 01:51:17 PM,1.1955,103.9115,↗ 30°,185,213,2700,-531, FlightAware ADS-B (SIN / WSSS)
Sat 01:51:43 PM,1.2163,103.9214,↗ 24°,171,197,2600,-214, FlightAware ADS-B (WSAG)
Sat 01:51:59 PM,1.2279,103.9263,↗ 24°,160,184,2550,-554, FlightAware ADS-B (JHB / WMKJ)
Sat 01:52:29 PM,1.248,103.9348,↗ 23°,151,174,2175,-725, FlightAware ADS-B (JHB / WMKJ)
Sat 01:52:59 PM,1.2661,103.9424,↗ 23°,144,166,1825,-750, FlightAware ADS-B (QPG / WSAP)
Sat 01:53:29 PM,1.285,103.9504,↗ 23°,141,162,1425,-750, FlightAware ADS-B (QPG / WSAP)
Sat 01:53:41 PM,1.292,103.9534,↗ 23°,143,165,1300,-563, Surface and Near-Surface
Sat 01:53:45 PM,1.2942,103.9544,↗ 24°,143,165,1275,-750, FlightAware ADS-B (WSAG)
Sat 01:54:01 PM,1.3042,103.9586,↗ 23°,141,162,1050,-750, FlightAware ADS-B (WSAG)
Sat 01:54:17 PM,1.3137,103.9626,↗ 22°,140,161,875,-703, FlightAware ADS-B (SIN / WSSS)
Sat 01:54:33 PM,1.3233,103.9666,↗ 23°,136,157,675,-682, FlightAware ADS-B (QPG / WSAP)
Sat 01:54:50 PM,1.3332,103.9708,↗ 23°,135,155,500,-682, FlightAware ADS-B (TGA / WSAT)
Sat 01:55:06 PM,1.3425,103.9748,↗ 24°,137,158,300,-797, FlightAware ADS-B (QPG / WSAP)
Sat 01:55:22 PM,1.3518,103.9786,↗ 23°,135,155,75,-844, FlightAware ADS-B (QPG / WSAP)
Sat 01:55:57 PM    Arrival (SIN) @ Saturday 01:55:57 PM +08,,,,,,,, FlightAware
Taxi Time: 9 minutes,,,,,,,,
Sat 02:05:00 PM    Gate Arrival (SIN) @ Saturday 02:05:00 PM +08,,,,,,,, Airline
,,,,,,,,
Fri 12:52:00 PM    Left Gate (KUL) @ Friday 12:52:00 PM +08 Revised,,,,,,,,
Taxi Time: 20 minutes,,,,,,,,
Fri 01:12:07 PM    Departure (KUL) @ Friday 01:12:07 PM +08,,,,,,,, Surface and Near-Surface
Fri 01:12:07 PM,2.7375,101.678,↖ 327°,176,203,375,, Surface and Near-Surface
Fri 01:12:08 PM,2.7389,101.6771,↖ 327°,176,203,475,2029, FlightAware ADS-B (KUL / WMKK)
Fri 01:12:24 PM,2.7501,101.6699,↖ 327°,194,223,950,1688, FlightAware ADS-B (KUL / WMKK)
Fri 01:12:40 PM,2.7618,101.6574,← 298°,228,262,1375,1406, FlightAware ADS-B (WMBF)
Fri 01:12:56 PM,2.7652,101.6417,← 273°,254,292,1700,1667, FlightAware ADS-B (SZB / WMSA)
Fri 01:13:16 PM,2.7645,101.6172,← 267°,276,318,2375,2500, FlightAware ADS-B (KUL / WMKK)
Fri 01:13:35 PM,2.7595,101.5933,← 247°,281,323,3325,2885, FlightAware ADS-B (SZB / WMSA)
Fri 01:13:55 PM,2.7414,101.5734,↙ 210°,289,333,4250,2961, FlightAware ADS-B (SZB / WMSA)
Fri 01:14:13 PM,2.7184,101.5684,↓ 181°,284,327,5200,3125, FlightAware ADS-B (SZB / WMSA)
Fri 01:14:31 PM,2.6972,101.5759,↘ 152°,276,318,6125,3188, FlightAware ADS-B (KUL / WMKK)
Fri 01:15:01 PM,2.6671,101.5984,↘ 141°,276,318,7750,3128, FlightAware ADS-B (SZB / WMSA)
Fri 01:15:18 PM,2.6523,101.6145,↘ 125°,276,318,8575,2857, FlightAware ADS-B (KUL / WMKK)
Fri 01:15:43 PM,2.633,101.6421,↘ 126°,285,328,9750,2345, FlightAware ADS-B (SZB / WMSA)
Fri 01:16:13 PM,2.6093,101.6753,↘ 125°,308,354,10725,2425, FlightAware ADS-B (SZB / WMSA)
Fri 01:16:43 PM,2.5847,101.7103,↘ 125°,309,356,12175,2675, FlightAware ADS-B (SZB / WMSA)
Fri 01:17:13 PM,2.5603,101.745,↘ 125°,319,367,13400,2400, FlightAware ADS-B (SZB / WMSA)
Fri 01:17:43 PM,2.5334,101.7833,↘ 125°,330,380,14575,2000, FlightAware ADS-B (SZB / WMSA)
Fri 01:18:13 PM,2.5065,101.8217,↘ 125°,349,402,15400,1600, FlightAware ADS-B (SZB / WMSA)
Fri 01:18:43 PM,2.4777,101.8627,↘ 125°,368,423,16175,1950, FlightAware ADS-B (MKZ / WMKM)
Fri 01:19:13 PM,2.4482,101.9047,↘ 125°,370,426,17350,2175, FlightAware ADS-B (MKZ / WMKM)
Fri 01:19:43 PM,2.4189,101.9466,↘ 125°,376,433,18350,2000, FlightAware ADS-B (MKZ / WMKM)
Fri 01:20:13 PM,2.3883,101.9902,↘ 125°,383,441,19350,1825, FlightAware ADS-B (MKZ / WMKM)
Fri 01:20:43 PM,2.3581,102.0334,↘ 125°,391,450,20175,1700, FlightAware ADS-B (QPG / WSAP)
Fri 01:21:13 PM,2.3276,102.0769,↘ 125°,396,456,21050,1850, FlightAware ADS-B (QPG / WSAP)
Fri 01:21:43 PM,2.2951,102.1232,↘ 125°,400,460,22025,1650, FlightAware ADS-B (QPG / WSAP)
Fri 01:22:13 PM,2.2627,102.1694,↘ 125°,401,461,22700,1156, FlightAware ADS-B (PKU / WIBB)
Fri 01:22:44 PM,2.2304,102.2155,↘ 125°,407,468,23200,885, FlightAware ADS-B (MKZ / WMKM)
Fri 01:23:14 PM,2.1973,102.2627,↘ 125°,408,470,23600,800, FlightAware ADS-B (PKU / WIBB)
Fri 01:23:44 PM,2.1645,102.3094,↘ 125°,409,471,24000,836, FlightAware ADS-B (PKU / WIBB)
Fri 01:24:15 PM,2.131,102.3572,↘ 125°,406,467,24450,885, FlightAware ADS-B (QPG / WSAP)
Fri 01:24:45 PM,2.0989,102.403,↘ 125°,402,463,24900,478, FlightAware ADS-B (QPG / WSAP)
Fri 01:25:24 PM,2.0585,102.4607,↘ 125°,399,459,25000,87, FlightAware ADS-B (PKU / WIBB)
Fri 01:25:54 PM,2.0252,102.5083,↘ 125°,402,463,25000,, FlightAware ADS-B (PKU / WIBB)
Fri 01:26:36 PM,1.9781,102.5713,↘ 127°,404,465,25000,, FlightAware ADS-B (WSAC)
Fri 01:27:06 PM,1.9449,102.6152,↘ 127°,402,463,25000,, FlightAware ADS-B (WSAC)
Fri 01:27:37 PM,1.9103,102.6612,↘ 127°,401,461,25000,-25, FlightAware ADS-B (WSAC)
Fri 01:28:07 PM,1.8769,102.7054,↘ 127°,402,463,24975,-22, FlightAware ADS-B (WSAC)
Fri 01:28:44 PM,1.8346,102.7615,↘ 127°,403,464,24975,22, FlightAware ADS-B (PKU / WIBB)
Fri 01:29:14 PM,1.8006,102.8068,↘ 127°,403,464,25000,25, FlightAware ADS-B (PKU / WIBB)
Fri 01:29:45 PM,1.7663,102.8523,↘ 127°,403,464,25000,-396, FlightAware ADS-B (MKZ / WMKM)
Fri 01:30:07 PM,1.7419,102.8855,↘ 124°,391,450,24650,-1000, FlightAware ADS-B (MKZ / WMKM)
Fri 01:30:27 PM,1.7236,102.9163,↘ 118°,380,437,24300,-960, FlightAware ADS-B (MKZ / WMKM)
Fri 01:30:57 PM,1.6999,102.9611,↘ 118°,367,422,23850,-975, FlightAware ADS-B (MKZ / WMKM)
Fri 01:31:27 PM,1.6766,103.0045,↘ 118°,362,417,23325,-1403, FlightAware ADS-B (WMAV)
Fri 01:31:59 PM,1.6499,103.0546,↘ 118°,359,413,22400,-1667, FlightAware ADS-B (WSAG)
Fri 01:32:30 PM,1.6258,103.0992,↘ 121°,353,406,21575,-1644, FlightAware ADS-B (PKU / WIBB)
Fri 01:32:51 PM,1.603,103.1231,↘ 149°,351,404,20975,-1600, FlightAware ADS-B (MKZ / WMKM)
Fri 01:33:30 PM,1.5463,103.1467,↓ 158°,345,397,19975,-1563, FlightAware ADS-B (XSP / WSSL)
Fri 01:34:02 PM,1.4983,103.1663,↓ 158°,342,394,19125,-1573, FlightAware ADS-B (QPG / WSAP)
Fri 01:34:32 PM,1.4542,103.184,↓ 158°,337,388,18350,-1550, FlightAware ADS-B (WMAP)
Fri 01:35:02 PM,1.411,103.2012,↓ 158°,333,383,17575,-1524, FlightAware ADS-B (WSAG)
Fri 01:35:35 PM,1.3644,103.2198,↓ 158°,330,380,16750,-1476, FlightAware ADS-B (SIN / WSSS)
Fri 01:36:05 PM,1.323,103.2363,↓ 158°,324,373,16025,-1150, FlightAware ADS-B (TGA / WSAT)
Fri 01:36:35 PM,1.2816,103.2528,↓ 158°,308,354,15600,-810, FlightAware ADS-B (WSAC)
Fri 01:36:55 PM,1.2549,103.2635,↓ 157°,295,339,15350,-840, FlightAware ADS-B (PKU / WIBB)
Fri 01:37:25 PM,1.2208,103.2821,↘ 149°,284,327,14900,-1111, FlightAware ADS-B (WSAG)
Fri 01:37:49 PM,1.1914,103.2965,↓ 163°,281,323,14350,-1417, FlightAware ADS-B (WMAP)
Fri 01:38:19 PM,1.1538,103.3055,↓ 167°,281,323,13625,-1344, FlightAware ADS-B (JHB / WMKJ)
Fri 01:38:37 PM,1.1316,103.3103,↓ 172°,280,322,13275,-1157, FlightAware ADS-B (TGA / WSAT)
Fri 01:38:54 PM,1.1098,103.309,↓ 191°,284,327,12950,-1000, FlightAware ADS-B (TGA / WSAT)
Fri 01:39:25 PM,1.0682,103.3,↓ 192°,282,325,12475,-968, FlightAware ADS-B (TGA / WSAT)
Fri 01:39:56 PM,1.0291,103.2914,↓ 193°,277,319,11950,-1008, FlightAware ADS-B (WMAP)
Fri 01:40:26 PM,0.991,103.2832,↓ 192°,273,314,11450,-906, FlightAware ADS-B (WSAG)
Fri 01:40:44 PM,0.9702,103.2818,↓ 171°,268,308,11225,-932, FlightAware ADS-B (WSAG)
Fri 01:41:03 PM,0.9498,103.2917,↘ 138°,255,293,10875,-915, FlightAware ADS-B (JHB / WMKJ)
Fri 01:41:43 PM,0.9254,103.3285,↘ 122°,232,267,10325,-871, FlightAware ADS-B (JHB / WMKJ)
Fri 01:42:05 PM,0.9123,103.3492,↘ 122°,228,262,9975,-894, FlightAware ADS-B (TGA / WSAT)
Fri 01:42:35 PM,0.8955,103.3755,↘ 122°,228,262,9550,-850, FlightAware ADS-B (JHB / WMKJ)
Fri 01:43:05 PM,0.879,103.4009,↘ 123°,222,255,9125,-620, FlightAware ADS-B (QPG / WSAP)
Fri 01:43:21 PM,0.8696,103.4156,↘ 122°,223,257,9075,-98, FlightAware ADS-B (JHB / WMKJ)
Fri 01:43:51 PM,0.8526,103.4427,↘ 122°,228,262,9050,, FlightAware ADS-B (TGA / WSAT)
Fri 01:44:09 PM,0.8427,103.4583,↘ 122°,228,262,9075,, FlightAware ADS-B (XSP / WSSL)
Fri 01:44:25 PM,0.8351,103.4732,→ 106°,225,259,9050,, FlightAware ADS-B (QPG / WSAP)
Fri 01:44:41 PM,0.8359,103.4899,→ 72°,222,255,9075,-41, FlightAware ADS-B (WSAG)
Fri 01:45:02 PM,0.848,103.5066,↗ 48°,227,261,9025,-500, FlightAware ADS-B (QPG / WSAP)
Fri 01:45:20 PM,0.8606,103.5228,↗ 57°,224,258,8750,-781, FlightAware ADS-B (WSAG)
Fri 01:45:50 PM,0.8764,103.5471,↗ 57°,223,257,8400,-750, FlightAware ADS-B (SIN / WSSS)
Fri 01:46:06 PM,0.8855,103.5611,↗ 57°,223,257,8175,-457, FlightAware ADS-B (JHB / WMKJ)
Fri 01:46:36 PM,0.9023,103.5873,↗ 58°,219,252,8050,-475, FlightAware ADS-B (SIN / WSSS)
Fri 01:47:06 PM,0.9195,103.6141,↗ 57°,221,254,7700,-723, FlightAware ADS-B (TGA / WSAT)
Fri 01:47:32 PM,0.9336,103.6355,↗ 54°,220,253,7375,-766, FlightAware ADS-B (QPG / WSAP)
Fri 01:47:53 PM,0.9468,103.651,↗ 49°,220,253,7100,-765, FlightAware ADS-B (QPG / WSAP)
Fri 01:48:23 PM,0.9679,103.6747,↗ 49°,220,253,6725,-725, FlightAware ADS-B (TGA / WSAT)
Fri 01:48:53 PM,0.988,103.6978,↗ 50°,219,252,6375,-700, FlightAware ADS-B (WSAG)
Fri 01:49:23 PM,1.008,103.7212,↗ 50°,216,249,6025,-700, FlightAware ADS-B (WSAG)
Fri 01:49:53 PM,1.026,103.7424,↗ 50°,214,246,5675,-685, FlightAware ADS-B (QPG / WSAP)
Fri 01:50:09 PM,1.0365,103.7548,↗ 50°,200,230,5500,-522, FlightAware ADS-B (QPG / WSAP)
Fri 01:50:39 PM,1.0538,103.775,↗ 49°,192,221,5275,-575, FlightAware ADS-B (TGA / WSAT)
Fri 01:51:09 PM,1.0714,103.7955,↗ 49°,192,221,4925,-700, FlightAware ADS-B (QPG / WSAP)
Fri 01:51:39 PM,1.0884,103.8155,↗ 50°,189,217,4575,-775, FlightAware ADS-B (XSP / WSSL)
Fri 01:52:09 PM,1.1054,103.8358,↗ 50°,187,215,4150,-925, FlightAware ADS-B (XSP / WSSL)
Fri 01:52:39 PM,1.1222,103.8558,↗ 50°,185,213,3650,-975, FlightAware ADS-B (XSP / WSSL)
Fri 01:53:09 PM,1.1383,103.8749,↗ 51°,183,211,3175,-873, FlightAware ADS-B (QPG / WSAP)
Fri 01:53:34 PM,1.152,103.8916,↗ 47°,180,207,2850,-643, FlightAware ADS-B (WSAG)
Fri 01:53:51 PM,1.1636,103.8988,↗ 26°,178,205,2725,-446, FlightAware ADS-B (JHB / WMKJ)
Fri 01:54:11 PM,1.1788,103.9056,↗ 23°,178,205,2575,-206, FlightAware ADS-B (SIN / WSSS)
Fri 01:54:42 PM,1.2024,103.9155,↗ 23°,181,208,2550,-25, FlightAware ADS-B (WSAG)
Fri 01:55:12 PM,1.2252,103.9252,↗ 23°,177,204,2550,-375, FlightAware ADS-B (WSAG)
Fri 01:55:42 PM,1.2471,103.9344,↗ 23°,161,185,2175,-775, FlightAware ADS-B (TGA / WSAT)
Fri 01:56:12 PM,1.2662,103.9425,↗ 24°,145,167,1775,-775, FlightAware ADS-B (SIN / WSSS)
Fri 01:56:42 PM,1.2853,103.9506,↗ 23°,146,168,1400,-732, FlightAware ADS-B (SIN / WSSS)
Fri 01:56:53 PM,1.2923,103.9535,↗ 23°,145,167,1275,-656, Surface and Near-Surface
Fri 01:56:58 PM,1.2949,103.9546,↗ 23°,147,169,1225,-786, FlightAware ADS-B (QPG / WSAP)
Fri 01:57:14 PM,1.3054,103.959,↗ 23°,147,169,1000,-797, FlightAware ADS-B (QPG / WSAP)
Fri 01:57:30 PM,1.3154,103.9633,↗ 24°,145,167,800,-727, FlightAware ADS-B (JHB / WMKJ)
Fri 01:57:47 PM,1.3256,103.9676,↗ 24°,143,165,600,-727, FlightAware ADS-B (QPG / WSAP)
Fri 01:58:03 PM,1.3362,103.9721,↗ 23°,144,166,400,-750, FlightAware ADS-B (WSAG)
Fri 01:58:21 PM,1.3467,103.9765,↗ 23°,145,167,175,-750, FlightAware ADS-B (XSP / WSSL)
Fri 01:59:03 PM    Arrival (SIN) @ Friday 01:59:03 PM +08,,,,,,,, FlightAware
Taxi Time: 5 minutes,,,,,,,,
Fri 02:05:00 PM    Gate Arrival (SIN) @ Friday 02:05:00 PM +08,,,,,,,, Airline
,,,,,,,,
Thu 12:57:00 PM    Left Gate (KUL) @ Thursday 12:57:00 PM +08,,,,,,,, Airline
Taxi Time: 20 minutes,,,,,,,,
Thu 01:17:44 PM    Departure (KUL) @ Thursday 01:17:44 PM +08,,,,,,,, Surface and Near-Surface
Thu 01:17:44 PM,2.7282,101.6842,↖ 326°,168,193,400,, Surface and Near-Surface
Thu 01:18:00 PM,2.7388,101.6772,↖ 327°,180,207,875,1688, FlightAware ADS-B (SZB / WMSA)
Thu 01:18:16 PM,2.7505,101.6693,↖ 326°,202,232,1300,1500, FlightAware ADS-B (SZB / WMSA)
Thu 01:18:33 PM,2.7625,101.6573,← 302°,230,265,1700,1787, FlightAware ADS-B (KUL / WMKK)
Thu 01:19:03 PM,2.7653,101.6226,← 267°,269,310,2700,2330, FlightAware ADS-B (KUL / WMKK)
Thu 01:19:20 PM,2.7635,101.6014,← 260°,279,321,3525,2074, FlightAware ADS-B (SZB / WMSA)
Thu 01:19:37 PM,2.7542,101.5812,↙ 232°,279,321,3875,1136, FlightAware ADS-B (KUL / WMKK)
Thu 01:19:53 PM,2.7373,101.5702,↙ 202°,274,315,4150,984, FlightAware ADS-B (SZB / WMSA)
Thu 01:20:09 PM,2.7171,101.5685,↓ 174°,274,315,4400,1015, FlightAware ADS-B (SZB / WMSA)
Thu 01:20:27 PM,2.6932,101.5735,↓ 168°,281,323,4725,1024, FlightAware ADS-B (KUL / WMKK)
Thu 01:20:50 PM,2.664,101.5761,↓ 180°,281,323,5100,1013, FlightAware ADS-B (SZB / WMSA)
Thu 01:21:07 PM,2.6405,101.576,↓ 179°,288,331,5400,971, FlightAware ADS-B (WMBF)
Thu 01:21:24 PM,2.6195,101.5802,↓ 161°,283,326,5650,988, FlightAware ADS-B (SZB / WMSA)
Thu 01:21:48 PM,2.5899,101.5913,↓ 160°,281,323,6075,1013, FlightAware ADS-B (KUL / WMKK)
Thu 01:22:04 PM,2.5698,101.5986,↓ 160°,284,327,6325,1043, FlightAware ADS-B (SZB / WMSA)
Thu 01:22:34 PM,2.5328,101.6122,↓ 160°,280,322,6875,1050, FlightAware ADS-B (SZB / WMSA)
Thu 01:23:04 PM,2.4961,101.6258,↓ 160°,283,326,7375,1025, FlightAware ADS-B (MKZ / WMKM)
Thu 01:23:34 PM,2.4592,101.6395,↓ 160°,283,326,7900,1025, FlightAware ADS-B (SZB / WMSA)
Thu 01:24:04 PM,2.4229,101.6529,↓ 160°,284,327,8400,1400, FlightAware ADS-B (WMBF)
Thu 01:24:34 PM,2.3852,101.6669,↓ 160°,285,328,9300,1806, FlightAware ADS-B (WMBF)
Thu 01:24:53 PM,2.3622,101.6763,↘ 153°,283,326,9875,627, FlightAware ADS-B (MKZ / WMKM)
Thu 01:25:41 PM,2.3163,101.7198,↘ 135°,286,329,10000,353, FlightAware ADS-B (MKZ / WMKM)
Thu 01:26:18 PM,2.28,101.7565,↘ 134°,289,333,10375,750, FlightAware ADS-B (MKZ / WMKM)
Thu 01:26:49 PM,2.2519,101.785,↘ 134°,293,337,10850,959, FlightAware ADS-B (SZB / WMSA)
Thu 01:27:19 PM,2.2231,101.814,↘ 135°,294,338,11350,1525, FlightAware ADS-B (SZB / WMSA)
Thu 01:27:49 PM,2.1939,101.8437,↘ 135°,300,345,12375,2275, FlightAware ADS-B (MKZ / WMKM)
Thu 01:28:19 PM,2.1636,101.8744,↘ 134°,310,357,13625,2425, FlightAware ADS-B (MKZ / WMKM)
Thu 01:28:49 PM,2.133,101.9054,↘ 135°,318,366,14800,2557, FlightAware ADS-B (MKZ / WMKM)
Thu 01:29:20 PM,2.1013,101.9376,↘ 135°,317,365,16225,1892, FlightAware ADS-B (MKZ / WMKM)
Thu 01:29:54 PM,2.0643,101.9753,↘ 134°,348,400,16850,1167, FlightAware ADS-B (MKZ / WMKM)
Thu 01:30:14 PM,2.0478,102.0031,→ 110°,359,413,17275,1700, FlightAware ADS-B (MKZ / WMKM)
Thu 01:30:54 PM,2.0429,102.0697,→ 93°,368,423,18550,1950, FlightAware ADS-B (MKZ / WMKM)
Thu 01:31:24 PM,2.0402,102.1213,→ 93°,373,429,19550,2425, FlightAware ADS-B (MKZ / WMKM)
Thu 01:31:54 PM,2.0379,102.1733,→ 93°,366,421,20975,2139, FlightAware ADS-B (MKZ / WMKM)
Thu 01:32:25 PM,2.0356,102.2228,→ 93°,378,435,21725,1206, FlightAware ADS-B (WMAP)
Thu 01:32:45 PM,2.0266,102.2572,↘ 115°,388,447,22000,1316, FlightAware ADS-B (WMAP)
Thu 01:33:22 PM,1.9805,102.3086,↘ 135°,400,460,22975,1696, FlightAware ADS-B (QPG / WSAP)
Thu 01:33:54 PM,1.9383,102.3509,↘ 134°,403,464,23950,1815, FlightAware ADS-B (SIN / WSSS)
Thu 01:34:24 PM,1.8982,102.3915,↘ 135°,406,467,24850,1575, FlightAware ADS-B (MKZ / WMKM)
Thu 01:34:54 PM,1.8592,102.4307,↘ 135°,412,474,25525,1400, FlightAware ADS-B (QPG / WSAP)
Thu 01:35:24 PM,1.8189,102.471,↘ 135°,417,480,26250,1425, FlightAware ADS-B (JHB / WMKJ)
Thu 01:35:54 PM,1.7779,102.5119,↘ 135°,419,482,26950,1306, FlightAware ADS-B (JHB / WMKJ)
Thu 01:36:18 PM,1.7443,102.5472,↘ 130°,425,489,27425,1258, FlightAware ADS-B (JHB / WMKJ)
Thu 01:36:56 PM,1.7016,102.6069,↘ 125°,429,494,28250,1217, FlightAware ADS-B (SZB / WMSA)
Thu 01:37:27 PM,1.6668,102.6566,↘ 125°,431,496,28825,1107, FlightAware ADS-B (SIN / WSSS)
Thu 01:37:57 PM,1.6312,102.7071,↘ 125°,434,499,29375,1125, FlightAware ADS-B (JHB / WMKJ)
Thu 01:38:27 PM,1.5968,102.7563,↘ 125°,435,501,29950,615, FlightAware ADS-B (JHB / WMKJ)
Thu 01:38:58 PM,1.5612,102.8068,↘ 125°,433,498,30000,-246, FlightAware ADS-B (SIN / WSSS)
Thu 01:39:28 PM,1.5261,102.856,↘ 125°,420,483,29700,-900, FlightAware ADS-B (SZB / WMSA)
Thu 01:39:58 PM,1.4939,102.9028,↘ 124°,401,461,29100,-2238, FlightAware ADS-B (WSAG)
Thu 01:40:31 PM,1.4592,102.9544,↘ 124°,416,479,27350,-2714, FlightAware ADS-B (TGA / WSAT)
Thu 01:41:01 PM,1.4284,103.0002,↘ 124°,410,472,26250,-2336, FlightAware ADS-B (TGA / WSAT)
Thu 01:41:32 PM,1.3946,103.0504,↘ 124°,405,466,24975,-2656, FlightAware ADS-B (TGA / WSAT)
Thu 01:42:02 PM,1.3632,103.0966,↘ 124°,408,470,23550,-2550, FlightAware ADS-B (TGA / WSAT)
